storm_date,storm_time,state_name,magnitude,fatality_count,length,width
1986-04-04,17:20:00,Texas,0,0,0.2,30
1979-05-20,13:33:00,Texas,1,0,0.1,30
1987-06-23,17:14:00,Texas,0,0,0.2,30
1969-05-05,21:05:00,Texas,0,0,0.3,30
1963-05-04,15:00:00,Texas,0,0,1,30
1972-03-20,17:00:00,Texas,1,0,0.1,30
1996-01-17,22:47:00,Texas,0,0,0.1,30
2005-06-03,16:23:00,Texas,0,0,0.1,30
1967-09-20,14:11:00,Texas,0,0,0.1,30
1994-04-29,20:38:00,Texas,0,0,0.1,30
1976-05-26,22:35:00,Texas,0,0,0.1,30
1960-10-18,17:00:00,Texas,1,0,0.1,30
1977-04-19,15:30:00,Texas,0,0,0.1,30
1969-10-12,17:30:00,Texas,0,0,0.5,30
1992-05-14,16:08:00,Texas,0,0,0.1,30
1989-03-28,19:05:00,Texas,0,0,0.2,30
1990-04-05,22:10:00,Texas,0,0,0.2,30
1997-04-04,14:50:00,Texas,0,0,0.1,60
1999-05-11,16:57:00,Texas,0,0,0.2,60
2003-11-17,09:20:00,Texas,0,0,0.2,60
1997-05-27,12:44:00,Texas,0,0,0.2,120
1962-06-12,12:00:00,Texas,1,0,2,120
1997-10-23,17:20:00,Texas,0,0,11,450
1995-06-09,21:15:00,Texas,0,0,0.1,69
1994-05-09,17:10:00,Texas,0,0,1,69
1992-06-27,20:35:00,Texas,0,0,0.5,39
1965-10-18,15:00:00,Texas,1,0,0.2,51
1997-05-25,20:10:00,Texas,0,0,0.5,90
1995-10-02,12:20:00,Texas,1,0,0.5,180
1961-06-03,15:00:00,Texas,2,0,3,1320
2013-05-25,12:47:00,Texas,0,0,1.25,75
2004-06-21,18:34:00,Texas,0,0,0.1,75
1967-10-30,09:00:00,Texas,2,0,1,99
1967-09-22,11:29:00,Texas,0,0,0.1,99
1962-05-20,15:30:00,Texas,1,0,1,99
1954-04-21,20:00:00,Texas,0,0,2,99
1997-02-20,12:00:00,Texas,0,0,1,99
1966-06-25,17:32:00,Texas,0,0,2,99
2006-06-21,18:10:00,Texas,0,0,0.2,150
1994-10-18,08:31:00,Texas,0,0,0.3,150
1997-06-08,20:54:00,Texas,0,0,0.2,150
2017-05-10,03:01:00,Texas,1,0,2.65,150
2012-05-10,19:45:00,Texas,0,0,0.37,150
2008-04-08,19:18:00,Texas,0,0,1.82,150
1990-03-14,12:05:00,Texas,2,0,4,150
1985-05-20,14:10:00,Texas,0,0,2,300
1961-06-05,19:30:00,Texas,2,0,5.1,600
1980-08-10,13:00:00,Texas,2,0,18.8,231
1991-06-16,19:10:00,Texas,0,0,0.2,30
2001-05-06,16:12:00,Texas,0,0,0.1,30
1969-07-31,21:00:00,Texas,1,0,0.1,30
1979-09-03,17:40:00,Texas,0,0,0.1,30
1977-05-02,18:30:00,Texas,0,0,0.1,30
1980-05-06,16:40:00,Texas,0,0,0.1,30
1977-05-05,13:50:00,Texas,1,0,0.1,30
1974-07-13,12:56:00,Texas,0,0,0.1,30
1995-06-04,14:00:00,Texas,0,0,0.1,30
1994-05-13,14:01:00,Texas,0,0,0.1,30
1979-08-11,13:55:00,Texas,0,0,0.1,30
1965-09-22,11:30:00,Texas,3,0,0.8,30
2000-03-28,18:20:00,Texas,0,0,0.1,30
1980-04-24,12:10:00,Texas,0,0,0.5,30
1993-05-08,16:20:00,Texas,0,0,0.1,60
1989-05-16,17:02:00,Texas,0,0,0.1,120
1995-05-15,17:39:00,Texas,1,0,0.8,240
2009-10-29,18:02:00,Texas,0,0,3.98,225
2011-04-21,16:51:00,Texas,0,0,3.79,900
1974-08-07,21:20:00,Texas,0,0,0.3,51
1962-04-26,16:26:00,Texas,0,0,0.3,51
1967-06-04,19:10:00,Texas,0,0,0.5,51
1998-10-17,12:25:00,Texas,0,0,0.1,90
2005-06-11,18:05:00,Texas,0,0,0.3,90
1998-08-07,16:50:00,Texas,0,0,0.5,90
1978-05-28,19:15:00,Texas,0,0,1,90
1986-10-01,16:50:00,Texas,0,0,0.2,90
1995-05-26,18:44:00,Texas,0,0,2,90
1972-05-24,16:30:00,Texas,1,0,4.3,1320
2017-05-18,19:38:00,Texas,1,0,4.36,2640
2002-05-24,18:50:00,Texas,0,0,0.2,75
1966-05-18,15:30:00,Texas,1,0,1.9,99
1960-05-05,01:00:00,Texas,2,0,1.3,99
2011-05-20,17:38:00,Texas,0,0,6.83,150
2009-07-21,15:09:00,Texas,0,0,0.4,150
2017-05-18,15:04:00,Texas,unknown,0,0.2,150
2017-04-29,15:15:00,Texas,0,0,1.55,300
1967-04-20,12:30:00,Texas,0,0,1,300
2014-07-16,18:26:00,Texas,0,0,1.34,300
1963-07-29,17:30:00,Texas,1,0,0.5,300
1998-01-21,14:56:00,Texas,0,0,0.2,300
2012-12-14,16:17:00,Texas,0,0,3,600
2015-05-23,20:43:00,Texas,1,0,0.81,600
1999-04-30,10:30:00,Texas,2,0,1,510
1950-01-26,18:00:00,Texas,2,0,4.7,399
1976-04-07,16:35:00,Texas,0,0,0.1,30
1955-06-20,15:00:00,Texas,0,0,0.1,30
1953-05-16,14:30:00,Texas,3,1,5.2,30
1984-06-05,20:15:00,Texas,0,0,0.1,30
1955-05-11,10:30:00,Texas,0,0,0.5,30
1979-07-24,16:55:00,Texas,0,0,0.1,30
1979-05-20,20:22:00,Texas,1,0,0.1,30
1955-08-12,13:37:00,Texas,0,0,1,30
1981-05-09,16:00:00,Texas,1,0,0.1,30
1976-05-30,20:30:00,Texas,1,0,0.1,30
1994-05-25,18:27:00,Texas,0,0,0.1,30
1975-09-02,17:06:00,Texas,0,0,0.1,30
1995-04-19,14:20:00,Texas,0,0,0.1,30
1989-05-12,19:50:00,Texas,1,0,0.2,30
1984-05-02,15:30:00,Texas,0,0,0.1,30
1977-09-13,14:10:00,Texas,1,0,0.1,30
1995-04-19,16:30:00,Texas,0,0,0.1,30
2004-11-23,20:58:00,Texas,0,0,0.1,60
2005-03-21,18:20:00,Texas,0,0,0.1,60
1997-05-27,18:00:00,Texas,0,0,0.2,60
1981-04-20,13:30:00,Texas,0,0,0.5,120
1991-05-07,17:21:00,Texas,0,0,1.2,240
2005-05-13,17:32:00,Texas,1,0,4,450
1970-12-30,11:00:00,Texas,0,0,0.5,81
1964-06-12,15:00:00,Texas,0,0,0.5,39
1998-01-05,00:08:00,Texas,0,0,2.1,90
1985-06-01,20:10:00,Texas,0,0,0.2,90
1999-04-02,17:15:00,Texas,0,0,0.1,90
2002-03-30,16:24:00,Texas,0,0,0.1,90
1999-05-01,19:43:00,Texas,0,0,0.1,90
1992-06-06,15:58:00,Texas,0,0,0.3,90
1956-10-20,12:56:00,Texas,1,0,0.3,99
2004-04-06,10:22:00,Texas,0,0,0.1,150
2007-06-02,23:40:00,Texas,0,0,1,150
1992-06-07,19:30:00,Texas,0,0,0.2,150
1976-05-12,19:50:00,Texas,1,0,1.2,150
1990-04-27,18:17:00,Texas,2,0,1,300
2015-12-27,17:09:00,Texas,1,0,1.25,600
1976-05-25,18:30:00,Texas,0,0,0.1,30
1978-09-14,05:45:00,Texas,1,0,9.3,30
1984-05-02,16:10:00,Texas,0,0,0.1,30
1967-09-22,19:05:00,Texas,0,0,0.1,30
2000-04-11,17:35:00,Texas,0,0,0.1,30
1955-05-22,20:20:00,Texas,0,0,1.5,30
1980-05-01,17:50:00,Texas,0,0,0.1,30
2015-05-13,15:01:00,Texas,0,0,0.01,30
2000-06-22,16:35:00,Texas,0,0,0.2,30
1967-09-20,19:05:00,Texas,0,0,0.1,30
1955-06-08,15:00:00,Texas,0,0,2,30
1999-08-22,15:15:00,Texas,0,0,0.1,30
1971-06-05,18:20:00,Texas,2,0,0.1,30
1997-07-05,18:33:00,Texas,0,0,0.1,30
1996-11-24,05:50:00,Texas,0,0,0.1,30
1992-05-17,18:46:00,Texas,0,0,0.1,30
1970-08-24,15:15:00,Texas,0,0,0.1,30
1973-06-13,05:50:00,Texas,0,0,0.1,30
1975-02-04,15:00:00,Texas,0,0,0.3,60
1969-06-23,14:55:00,Texas,1,0,0.2,60
2005-06-11,18:00:00,Texas,0,0,0.4,120
1992-06-27,20:00:00,Texas,0,0,0.4,120
1990-05-29,17:37:00,Texas,0,0,0.6,120
1974-10-28,17:00:00,Texas,3,1,9.6,201
2011-06-21,14:55:00,Texas,0,0,3.85,225
2016-05-22,16:39:00,Texas,1,0,1.05,225
2007-06-02,19:15:00,Texas,0,0,4,900
2015-05-27,15:58:00,Texas,2,0,1.39,3600
1966-06-17,16:10:00,Texas,0,0,1,69
1997-06-16,20:50:00,Texas,0,0,0.1,69
1975-04-29,14:35:00,Texas,3,3,8.3,1500
1962-08-16,19:00:00,Texas,1,0,0.8,39
1992-06-04,21:43:00,Texas,0,0,0.5,39
1998-10-02,12:04:00,Texas,0,0,0.1,90
2003-06-04,22:55:00,Texas,0,0,0.1,90
1974-05-20,20:30:00,Texas,1,0,11.8,90
2017-05-16,14:04:00,Texas,0,0,0.09,75
1967-09-22,09:25:00,Texas,0,0,0.1,99
1967-06-04,21:05:00,Texas,0,0,1,99
1964-04-23,15:46:00,Texas,0,0,2,99
1987-05-03,22:44:00,Texas,1,0,1,150
2009-06-15,17:23:00,Texas,0,0,0.25,150
2002-04-07,14:03:00,Texas,0,0,0.5,150
2002-05-26,18:20:00,Texas,0,0,0.1,150
1989-05-15,14:25:00,Texas,1,0,6,300
2017-03-28,17:03:00,Texas,0,0,4.68,300
2017-02-20,00:25:00,Texas,2,0,9.4,600
1999-06-02,19:28:00,Texas,0,0,0.1,0
1976-05-14,12:50:00,Texas,1,0,0.1,30
1990-05-30,17:55:00,Texas,2,0,0.2,30
1993-05-09,13:51:00,Texas,0,0,0.1,30
1994-04-29,01:15:00,Texas,0,0,0.1,30
1991-04-13,21:25:00,Texas,0,0,0.2,30
1990-04-27,18:27:00,Texas,2,0,0.2,30
1963-06-02,21:30:00,Texas,0,0,1,30
1976-05-30,20:55:00,Texas,1,0,0.1,30
1987-03-16,13:40:00,Texas,0,0,0.2,30
1974-06-03,22:10:00,Texas,1,0,0.1,30
1985-05-18,14:47:00,Texas,0,0,0.1,30
1972-07-04,13:50:00,Texas,0,0,0.1,60
2008-06-20,14:21:00,Texas,0,0,0.01,60
1979-05-30,15:45:00,Texas,0,0,0.5,60
2016-05-28,18:50:00,Texas,2,0,4.82,450
2013-05-23,15:15:00,Texas,1,0,1.94,900
1995-05-07,12:05:00,Texas,0,0,0.1,69
1997-05-15,15:34:00,Texas,0,0,0.1,69
1970-10-26,21:00:00,Texas,1,0,1,69
1960-06-09,00:15:00,Texas,0,0,0.1,69
1984-06-04,08:20:00,Texas,0,0,0.1,51
1965-05-19,15:47:00,Texas,0,0,0.8,51
1981-04-20,14:17:00,Texas,0,0,0.2,51
1998-10-30,19:16:00,Texas,0,0,0.2,90
1986-02-05,16:00:00,Texas,1,0,0.5,90
2005-05-31,19:48:00,Texas,0,0,1,90
1976-05-05,13:20:00,Texas,0,0,2,90
1991-06-05,19:28:00,Texas,0,0,0.2,90
1998-01-11,15:59:00,Texas,1,0,7.1,90
1989-05-12,18:27:00,Texas,0,0,2,180
2017-05-19,18:27:00,Texas,unknown,0,0.08,75
1960-05-28,16:05:00,Texas,1,0,1.3,99
2014-06-22,17:57:00,Texas,0,0,2,150
1963-09-06,14:30:00,Texas,2,0,1.5,150
2017-05-16,15:39:00,Texas,0,0,1.39,150
2017-02-19,23:48:00,Texas,0,0,3,300
2005-07-20,10:20:00,Texas,0,0,1,300
2015-05-23,19:53:00,Texas,0,0,5.71,300
1959-03-20,21:00:00,Texas,0,0,0.1,600
1965-04-14,15:00:00,Texas,3,0,1,600
1971-05-30,17:30:00,Texas,2,0,3.3,600
1967-09-22,16:45:00,Texas,0,0,0.1,30
1986-04-19,13:05:00,Texas,0,0,0.2,30
1995-07-04,18:42:00,Texas,0,0,0.1,30
1955-04-06,07:00:00,Texas,2,0,9.8,30
1968-04-27,19:20:00,Texas,0,0,0.1,30
1977-04-18,15:10:00,Texas,1,0,0.1,30
1954-05-02,15:00:00,Texas,3,0,0.1,30
1967-09-19,02:00:00,Texas,0,0,0.1,30
1999-05-04,16:20:00,Texas,0,0,0.2,30
1976-04-07,15:35:00,Texas,1,0,0.1,30
1962-06-01,10:00:00,Texas,0,0,0.1,30
1996-05-25,15:55:00,Texas,0,0,0.1,30
1965-08-09,17:00:00,Texas,2,0,0.5,30
1991-05-05,14:00:00,Texas,0,0,0.2,30
1970-04-25,06:15:00,Texas,2,1,0.1,30
2001-04-30,19:42:00,Texas,0,0,0.1,30
1973-03-24,05:45:00,Texas,0,0,0.1,30
1994-05-27,20:38:00,Texas,0,0,0.1,30
2003-06-12,12:56:00,Texas,0,0,0.2,60
1996-05-09,18:22:00,Texas,0,0,0.1,60
2003-06-12,12:56:00,Texas,0,0,0.2,60
2000-03-16,17:10:00,Texas,0,0,0.1,60
1975-05-22,17:10:00,Texas,0,0,0.5,60
1992-05-22,13:07:00,Texas,0,0,0.2,120
1987-07-01,19:05:00,Texas,1,0,3,240
1958-11-17,14:15:00,Texas,0,0,0.5,201
2016-05-22,17:44:00,Texas,0,0,2.5,225
1995-07-23,19:02:00,Texas,1,0,4,450
1997-06-13,20:45:00,Texas,0,0,0.1,69
1962-09-17,13:20:00,Texas,1,0,0.8,81
2015-05-19,16:33:00,Texas,0,0,0.32,210
1990-06-01,15:18:00,Texas,0,0,1.1,210
1962-08-31,18:45:00,Texas,1,0,1,39
1974-08-01,22:10:00,Texas,0,0,0.3,51
1965-05-13,14:00:00,Texas,0,0,1,51
1969-08-27,08:00:00,Texas,0,0,0.1,51
1998-04-26,15:14:00,Texas,0,0,0.1,90
2013-02-18,17:27:00,Texas,0,0,1.55,90
1988-07-24,18:45:00,Texas,0,0,0.1,90
1998-05-08,15:42:00,Texas,0,0,0.2,90
1999-05-20,19:48:00,Texas,0,0,0.1,90
2007-03-30,17:00:00,Texas,0,0,0.5,90
1989-06-02,18:40:00,Texas,0,0,3.5,360
2002-05-04,19:12:00,Texas,0,0,1,150
1980-06-20,16:20:00,Texas,1,0,0.3,150
1966-02-10,02:15:00,Texas,1,0,2,150
2002-07-04,19:13:00,Texas,0,0,0.2,150
1992-05-31,20:26:00,Texas,0,0,0.7,150
2017-02-19,22:42:00,Texas,0,0,1.61,300
1962-06-06,23:10:00,Texas,0,0,2,300
1979-04-10,21:17:00,Texas,2,0,9.6,300
2007-06-02,21:34:00,Texas,0,0,0.75,300
1980-04-25,11:30:00,Texas,1,0,11.5,231
1999-05-04,14:40:00,Texas,0,0,2.2,0
1976-05-26,13:32:00,Texas,1,0,0.1,30
1995-05-31,15:35:00,Texas,0,0,0.1,30
1994-04-26,19:35:00,Texas,0,0,0.1,30
1955-06-16,15:30:00,Texas,1,0,0.1,30
1980-05-01,17:40:00,Texas,0,0,0.1,30
1967-09-22,11:52:00,Texas,0,0,0.1,30
1965-08-10,15:30:00,Texas,2,0,0.5,30
1976-07-14,13:25:00,Texas,0,0,0.1,30
1969-05-14,21:15:00,Texas,0,0,0.1,30
1974-10-28,16:47:00,Texas,0,0,0.1,30
1972-05-24,15:22:00,Texas,1,0,0.1,30
2011-08-06,14:30:00,Texas,0,0,0.11,30
1990-05-30,19:35:00,Texas,2,0,0.2,30
2000-04-30,18:40:00,Texas,0,0,0.2,30
1976-05-12,17:00:00,Texas,1,0,0.1,30
1974-03-09,13:22:00,Texas,1,0,3,60
1995-05-31,09:33:00,Texas,0,0,0.2,60
1997-03-25,01:40:00,Texas,0,0,0.1,60
1999-03-12,17:40:00,Texas,0,0,0.5,60
2013-02-18,17:18:00,Texas,0,0,0.01,60
1977-05-17,22:10:00,Texas,0,0,0.5,60
2003-05-03,16:57:00,Texas,0,0,0.5,120
1991-05-04,12:09:00,Texas,0,0,0.8,240
2015-04-26,22:16:00,Texas,0,0,1.61,240
1950-05-29,17:00:00,Texas,1,0,3.4,801
2011-06-21,16:00:00,Texas,0,0,1.55,225
2015-12-26,15:26:00,Texas,0,0,0.69,225
2004-06-12,15:55:00,Texas,0,0,1.3,450
1995-06-09,19:32:00,Texas,0,0,0.1,69
1997-05-08,20:35:00,Texas,0,0,0.1,69
1984-06-04,09:50:00,Texas,0,0,0.1,51
1968-05-09,06:29:00,Texas,0,0,0.5,51
1965-06-25,19:00:00,Texas,0,0,0.1,51
1986-02-05,16:15:00,Texas,1,0,0.5,90
1978-05-27,14:08:00,Texas,0,0,1,90
2004-11-23,13:34:00,Texas,0,0,0.3,90
1974-05-24,18:05:00,Texas,1,0,8.5,90
2012-04-07,18:12:00,Texas,0,0,0.77,90
1986-06-18,11:13:00,Texas,0,0,0.2,90
1989-03-27,14:12:00,Texas,0,0,1,180
2016-05-16,16:40:00,Texas,1,0,0.87,75
2005-06-11,18:36:00,Texas,0,0,0.1,75
1967-09-21,10:45:00,Texas,1,0,1,99
1956-03-21,15:25:00,Texas,0,0,0.1,99
1996-06-02,14:28:00,Texas,0,0,3,150
2007-05-23,17:40:00,Texas,0,0,2,150
1968-11-26,20:05:00,Texas,2,0,18.2,150
1997-06-06,17:04:00,Texas,0,0,8,300
2015-12-12,15:54:00,Texas,2,0,2.24,300
1989-06-10,15:20:00,Texas,0,0,18,300
1997-06-11,17:20:00,Texas,1,0,2,300
2015-11-16,18:46:00,Texas,2,0,5.57,300
1995-06-03,18:05:00,Texas,0,0,0.5,300
2010-05-18,17:42:00,Texas,0,0,1.23,600
1995-03-25,17:42:00,Texas,1,0,5,600
1999-12-04,13:45:00,Texas,0,0,0.9,0
1975-06-10,13:00:00,Texas,0,0,0.1,30
1991-05-04,18:31:00,Texas,0,0,0.2,30
1975-06-08,18:26:00,Texas,0,0,0.1,30
1990-04-27,17:05:00,Texas,1,0,0.2,30
1972-08-23,14:30:00,Texas,0,0,0.1,30
1967-09-21,11:10:00,Texas,0,0,0.1,30
1962-07-10,23:00:00,Texas,0,0,0.1,30
1969-05-08,15:24:00,Texas,0,0,0.1,30
1987-05-28,15:20:00,Texas,0,0,0.2,30
1986-05-06,19:45:00,Texas,0,0,0.2,30
1984-06-14,14:26:00,Texas,0,0,0.1,30
1984-06-10,13:13:00,Texas,0,0,9,30
2002-03-29,22:05:00,Texas,0,0,0.2,60
2010-06-30,11:16:00,Texas,0,0,0.77,60
2004-05-27,18:09:00,Texas,0,0,0.1,60
1963-04-26,15:00:00,Texas,2,0,19,201
1997-06-09,14:25:00,Texas,0,0,0.1,69
1966-05-23,16:00:00,Texas,1,0,0.1,69
2017-05-16,16:25:00,Texas,2,0,9.18,3750
2008-05-07,19:15:00,Texas,1,0,2.6,750
1997-06-16,20:35:00,Texas,0,0,0.1,39
2001-09-09,17:48:00,Texas,0,0,0.1,45
1968-11-26,22:40:00,Texas,0,0,0.4,51
1962-05-17,14:30:00,Texas,0,0,0.5,51
1968-06-04,14:23:00,Texas,0,0,0.5,51
1956-05-27,16:30:00,Texas,0,0,9.7,51
1998-05-25,17:56:00,Texas,0,0,0.1,90
1985-04-28,09:20:00,Texas,0,0,0.5,90
2017-03-05,11:55:00,Texas,0,0,0.01,90
1985-04-27,17:12:00,Texas,0,0,0.5,90
1998-03-16,16:53:00,Texas,0,0,0.1,90
1997-05-23,14:35:00,Texas,0,0,0.1,90
1999-03-27,22:40:00,Texas,0,0,0.2,90
1984-05-23,14:19:00,Texas,0,0,0.1,90
1992-06-11,20:25:00,Texas,0,0,0.3,90
2004-04-19,19:22:00,Texas,0,0,1,1320
2004-04-03,19:05:00,Texas,0,0,0.1,75
2004-06-17,17:45:00,Texas,0,0,0.1,75
2001-05-31,14:45:00,Texas,0,0,0.1,75
2008-04-25,17:20:00,Texas,0,0,1.4,150
1992-06-01,13:04:00,Texas,1,0,8,150
1998-01-21,15:12:00,Texas,0,0,0.2,150
2016-03-08,09:17:00,Texas,0,0,1.5,150
2017-04-14,22:25:00,Texas,unknown,0,0.91,150
2015-11-16,19:58:00,Texas,0,0,0.38,150
2017-03-28,18:13:00,Texas,unknown,0,3,150
2004-10-13,15:49:00,Texas,0,0,0.6,150
1989-05-12,19:15:00,Texas,1,0,3,300
1969-07-15,09:00:00,Texas,0,0,0.1,300
1969-05-16,15:00:00,Texas,0,0,42.8,600
1988-09-17,08:40:00,Texas,0,0,0.2,30
2009-09-22,15:30:00,Texas,0,0,0.01,30
1976-09-26,15:18:00,Texas,1,0,0.1,30
1970-08-23,20:40:00,Texas,0,0,0.1,30
1975-05-19,17:40:00,Texas,0,0,0.1,30
1988-04-16,16:20:00,Texas,0,0,0.2,30
1977-04-18,14:55:00,Texas,1,0,0.1,30
2017-05-10,21:58:00,Texas,unknown,0,0.1,30
1965-05-15,21:00:00,Texas,2,0,0.1,30
1996-05-25,23:42:00,Texas,0,0,0.1,30
1987-11-15,19:10:00,Texas,0,0,0.2,30
1987-08-11,13:05:00,Texas,0,0,0.2,30
2001-10-12,14:00:00,Texas,0,0,2.5,30
1976-05-26,13:25:00,Texas,1,0,0.1,30
2000-03-22,19:51:00,Texas,0,0,0.1,60
2000-06-13,15:54:00,Texas,0,0,0.1,60
2001-06-12,20:42:00,Texas,0,0,0.1,60
2017-01-16,08:35:00,Texas,0,0,0.1,60
2005-06-05,22:06:00,Texas,0,0,0.1,60
1977-05-18,18:00:00,Texas,0,0,1,60
2001-05-29,18:07:00,Texas,0,0,0.1,60
1991-06-01,13:40:00,Texas,0,0,0.1,60
1986-05-31,16:14:00,Texas,0,0,0.2,120
1997-05-27,14:35:00,Texas,2,0,0.5,450
2015-05-23,20:37:00,Texas,0,0,1.16,375
1963-05-31,16:00:00,Texas,1,0,1,51
1981-05-26,20:54:00,Texas,0,0,0.5,90
1996-10-21,14:45:00,Texas,0,0,0.1,90
2007-03-26,13:37:00,Texas,0,0,0.5,90
2011-04-24,14:28:00,Texas,0,0,1.21,90
2004-11-23,11:05:00,Texas,0,0,0.3,90
1987-05-29,21:42:00,Texas,0,0,1,90
2016-05-29,19:09:00,Texas,0,0,0.02,75
1996-03-05,18:19:00,Texas,0,0,0.5,75
1962-05-31,20:10:00,Texas,1,0,2,99
1967-06-15,08:15:00,Texas,1,0,43.2,99
1985-05-25,23:55:00,Texas,0,0,0.1,150
1996-05-24,15:42:00,Texas,0,0,0.5,150
1992-05-13,17:24:00,Texas,0,0,1,150
2001-11-15,15:53:00,Texas,0,0,0.3,300
1999-03-12,18:35:00,Texas,0,0,0.5,300
1963-11-19,10:00:00,Texas,1,0,0.5,300
1993-10-18,17:20:00,Texas,1,0,1,300
1969-08-23,14:32:00,Texas,0,0,0.1,30
1994-05-14,19:23:00,Texas,0,0,0.1,30
1971-06-05,18:25:00,Texas,2,0,0.1,30
1971-06-16,11:15:00,Texas,0,0,0.1,30
2009-04-28,14:41:00,Texas,0,0,3.22,30
1960-09-24,13:50:00,Texas,0,0,0.1,30
1972-08-11,14:00:00,Texas,0,0,0.1,30
1974-06-13,16:00:00,Texas,0,0,0.5,30
1994-11-03,17:10:00,Texas,0,0,0.1,30
2011-07-19,13:39:00,Texas,0,0,0.1,30
1990-02-01,17:23:00,Texas,1,0,0.2,30
1971-04-16,14:00:00,Texas,1,0,0.3,60
1995-04-19,19:15:00,Texas,0,0,0.2,60
2003-04-23,14:57:00,Texas,0,0,0.1,60
1995-04-19,18:15:00,Texas,0,0,0.1,60
1987-05-24,21:05:00,Texas,0,0,1,120
1997-05-29,21:12:00,Texas,0,0,0.1,69
1987-05-30,19:15:00,Texas,1,0,2.5,210
2011-08-25,15:30:00,Texas,0,0,0.15,45
1974-05-31,19:18:00,Texas,0,0,0.5,51
1986-10-01,18:40:00,Texas,0,0,0.2,90
1985-05-20,20:30:00,Texas,0,0,0.5,90
1989-06-07,16:47:00,Texas,1,0,4,660
1966-05-21,18:20:00,Texas,2,0,2,2640
2005-06-09,18:02:00,Texas,0,0,0.1,75
1996-09-16,17:05:00,Texas,1,0,2,75
1967-05-30,21:00:00,Texas,0,0,0.5,99
1971-10-17,21:30:00,Texas,1,0,0.3,150
2016-04-29,17:28:00,Texas,0,0,2.59,150
1984-06-28,18:15:00,Texas,0,0,0.1,150
2009-12-23,17:51:00,Texas,1,0,0.12,150
1972-07-01,22:15:00,Texas,0,0,0.3,150
1985-05-20,16:27:00,Texas,0,0,6,300
2009-06-04,17:33:00,Texas,0,0,0.13,300
1995-06-03,17:02:00,Texas,0,0,3,300
1972-05-13,12:15:00,Texas,1,0,0.5,300
1997-06-11,18:49:00,Texas,1,0,0.5,600
1999-05-17,18:35:00,Texas,0,0,0.1,30
1989-05-20,16:30:00,Texas,1,0,0.2,30
1960-06-08,20:02:00,Texas,0,0,0.1,30
1979-05-03,09:28:00,Texas,0,0,0.1,30
1976-04-07,16:00:00,Texas,1,0,0.1,30
1991-06-02,11:20:00,Texas,0,0,0.2,30
1994-10-21,15:50:00,Texas,0,0,0.1,30
1988-11-19,13:51:00,Texas,1,0,0.2,30
1999-05-25,18:00:00,Texas,0,0,0.1,30
1986-04-19,15:15:00,Texas,0,0,0.2,30
1963-06-02,19:00:00,Texas,0,0,0.8,30
1990-05-03,14:32:00,Texas,1,0,0.2,30
1991-05-04,19:03:00,Texas,0,0,0.2,30
1994-05-11,14:45:00,Texas,0,0,0.1,30
1990-04-05,18:22:00,Texas,2,0,0.2,30
1990-05-30,19:50:00,Texas,2,0,0.2,30
2004-11-23,15:50:00,Texas,0,0,0.1,60
1996-04-28,19:22:00,Texas,0,0,0.1,60
2000-05-25,19:51:00,Texas,0,0,0.5,60
2013-05-15,19:35:00,Texas,0,0,1.04,120
1995-05-22,15:15:00,Texas,0,0,0.5,69
1974-06-02,19:20:00,Texas,1,0,1,81
1987-05-30,20:17:00,Texas,1,0,4,210
1999-03-12,19:05:00,Texas,1,0,1.5,750
2001-09-09,15:50:00,Texas,0,0,0.1,45
1961-06-15,19:30:00,Texas,1,0,0.2,51
1999-04-30,17:38:00,Texas,0,0,0.1,90
1974-04-19,19:20:00,Texas,2,0,5.9,90
2001-11-15,18:02:00,Texas,0,0,0.3,90
2007-05-09,14:48:00,Texas,0,0,1.19,90
2005-06-01,02:04:00,Texas,0,0,0.3,90
1999-05-01,19:43:00,Texas,0,0,0.2,90
1986-02-05,15:40:00,Texas,1,0,0.7,90
1990-09-21,12:55:00,Texas,0,0,0.4,180
1955-05-25,18:00:00,Texas,0,0,0.1,1320
1961-05-23,16:15:00,Texas,0,0,0.5,1320
2001-09-19,17:55:00,Texas,0,0,0.1,75
2010-05-18,19:52:00,Texas,0,0,0.52,75
2002-05-23,19:43:00,Texas,0,0,0.1,75
1962-06-14,15:00:00,Texas,1,0,1.5,99
1956-10-20,13:35:00,Texas,0,0,1,99
2015-05-28,19:13:00,Texas,0,0,0.5,150
1992-05-24,16:38:00,Texas,0,0,0.4,150
1987-05-25,17:55:00,Texas,0,0,0.8,150
2010-05-14,13:15:00,Texas,0,0,0.53,150
2012-03-19,19:22:00,Texas,2,0,5,300
1999-04-13,16:00:00,Texas,0,0,3,300
1999-05-26,18:44:00,Texas,0,0,0.4,300
2007-06-20,14:05:00,Texas,0,0,0.19,300
1989-05-16,11:53:00,Texas,1,0,1,300
1958-06-21,15:30:00,Texas,1,0,0.5,300
1989-06-04,01:18:00,Texas,1,0,8.5,600
1995-01-12,23:42:00,Texas,1,0,10,600
1978-05-28,20:40:00,Texas,0,0,9.1,270
2000-10-22,11:01:00,Texas,0,0,0.3,0
1999-08-22,16:45:00,Texas,0,0,0.1,30
1975-06-30,17:30:00,Texas,0,0,0.1,30
1995-05-31,17:32:00,Texas,0,0,0.1,30
1984-05-07,16:20:00,Texas,0,0,0.1,30
1990-03-14,09:59:00,Texas,2,0,0.2,30
1988-11-15,17:14:00,Texas,1,0,0.2,30
1979-05-03,18:30:00,Texas,1,0,0.1,30
